Student Name, Student Number,Semester:1 Period:1, Room,Semester:1 Period:2, Room,Semester:1 Period:3, Room,Semester:1 Period:4, Room,Semester:2 Period:1, Room,Semester:2 Period:2, Room,Semester:2 Period:3, Room,Semester:2 Period:4, Room,
"Dottie,Krystyna",494412865,CLN4U1,PB9,BBB4M1,2027,HHG4M1,1062,ADB4M1,1070,ADA4M1,1070,TGV3M1,1032,HZT4U1,1062,EMPTY,Cafeteria,
"Carmel,Kaitlynn",407855472,SPARE,Cafeteria,SPARE,Cafeteria,IDC4UE,PB8,SPARE,Cafeteria,SPARE,Cafeteria,AWC4M1,2005,HZT4U1,1062,SPARE,Cafeteria,
"Claretta,Savina",400707234,SBI4U1,1055,SPH3U1,2036,ICS3U1,2038A,SCH3U6,1044,ENG3U1,2008,ICS3U1,2038,MCR3U6,2025,DCO3OC,1059,
"Bunnie,Amye",403476810,SPH3U1,1050,MHF4U1,PB3,SCH3U1,1044,HSP3U1,2024A,ENG3U1,2008,ENG3U1,2008,AMI3M1,1069,TEJ3M1,2002A,
"Carolyn,Mollie",422674551,ENG1DG,2027,TEJ2O1,1037,FSF1DG,1059,PPL1O9,1024A,SNC1DG,2011,ICS2OG,2038A,CGC1DG,2026,MTH1WG,2026,
"Candie,Caril",479634908,SBI4U1,1055,MHF4U1,PB5,MHF4U1,PB5,PSK4U1,1061,MCV4U1,PB4,SPARE,Cafeteria,CPW4U1,PB5,CLN4U1,PB9,
"Sacha,Siouxie",463614696,FSF1D1,1033,CGC1D1,2010,MTH1W1,2010A,SNC1D1,1050,ENG1D1,PB11,PPL1O8,1024B,EMPTY,Cafeteria,HIF1O1,2027,
"Floris,Lorena",464114402,CIVCAR,PB11,ICS2O1,2038,HFN2O1,1014,MPM2D1,2007,PAF3O9,1013,BBI2O1,PB10,SNC2D1,1035,ENG2D1,1034,
"Gates,Constantine",488887407,ENG2D1,1059A,TEJ2O1,1037,SNC2D1,1035,BBI2O1,PB10,MPM2D1,2007,AMI2O1,1069,CHC2D1,2036,CIVCAR,PB11,
"Valery,Leticia",481449471,AMI2O1,1069,AVI2O1,2004,MPM2D1,2007,CHC2D1,1061,ICS2O1,2038,ENG2D1,1059A,BBI2O1,PB10,SNC2D1,1036,
"Madge,Bobby",469205669,MPM2DG,1062,SNC2DG,2011,BBI2O1,PB10,FSF2D1,2028,ENG2DG,1063,TEJ2O1,1037,ICS3U6,2038A,CHC2DG,2034,
"Lynn,Viviyan",420769862,MTH1W1,1036,FSF1P1,2026,CGC1D1,2010,AVI1O1,2004,BTT1O1,2024,ENG1D1,2035,SNC1D1,2011,PAI1O1,2028,
"Freddie,Celle",468906656,ENG1DG,2027,BTT1O1,2024,SNC1DG,2011,FSF1DG,1059,PAI1O1,2028,TIJ1O1,2002A,CGC1D1,2010,MTH1WG,2026,
"Cthrine,Daisey",448590831,SNC1P1,1044,TIJ1O1,2002A,CGC1P1,1061,ENG1P1,PB2,PPL1O9,1012,FSF1P1,2024A,MTH1W1,1036,PPL1O9,1024A,
"Kylie,Georgiana",433303687,SNC1D7,1065,FSF1D1,1033,MTH1W7,1065,ENG1D1,2035,AVI1O1,2004,TIJ1O1,2002A,CGC1D1,2010,PPL1O9,1024A,
"Pearla,Marjy",401235645,ENG1D1,2035,PPL1O8,1024A,AMI1O1,1069,SNC1D1,1050,MTH1W1,PB1,CGC1D1,2009,EMPTY,Cafeteria,FSF1P1,2024A,
"Gracia,Engracia",455443058,PPL1O9,1024A,CGC1D1,2010,HIF1O1,2027,ENG1D1,2035,BTT1O1,2024,FSF1P1,2024A,SNC1D1,2011,MTH1W1,2010A,
"Emmie,Petronella",474486032,HFA4U1,1014,BBB4M1,2027,FSF4U1,1060,ENG4U1,2006,BOH4M1,PB9,MDM4U1,2025,IDC4U1,PB8,SPARE,Cafeteria,
"Deva,Barry",478627292,MCR3U6,2025,PPL3O9,1024B,ENG3U1,2009,SPH3U1,2044,CLU3M1,1059,BAF3M1,2024,SPH3U1,2018,TDJ3M1,1037,
"Annamarie,Felice",448345051,CIVCAR,2010,ICS2O1,2038,SNC2D1,1036,MPM2D1,2007,BBI2O1,PB10,CHC2D1,2036,ENG2D1,1034,PAI2O1,PB6,
"Jenica,Bonnie",486753381,ENG4U1,2006,MHF4U1,PB3,SPH4U1,2044,ENG3U1,2009,MDM4U1,2025,FSF1O1,1060,MCV4U1,PB3,ICS4UE,2038A,
"Leeanne,Robbin",492434494,CHC2D1,2036,MPM2D1,2008,CIVCAR,PB11,PAF2O9,1013,ICS2O1,2038,SNC2D1,1035,BBI2O1,PB10,ENG2D1,1034,
"Arleyne,Quintilla",444068636,SNC1P1,1044,PPL1O8,1024A,HIF1O1,2027,ENG1P1,PB2,MTH1W1,2010A,FSF1P1,2024A,GLE1O1,1063,CGC1P1,1061,
"Sheryl,Moira",472425798,ENG4UE,2034,BBB4M1,2027,HHG4M1,1062,MHF4U1,PB3,SPARE,Cafeteria,IDC4UE,PB8,TGV4M1,1032,EMPTY,Cafeteria,
"Wendy,Blondelle",412344800,SCH4U1,2023,COP3X9,2001,SBI4U1,1055,SBI4U1,2011,SPARE,Cafeteria,IDC4UE,PB8,SBI4U1,1055,SPARE,Cafeteria,
"Janel,Jordain",415035848,SBI4U1,1055,SCH4U1,2023,MHF4U1,PB5,ADB4M1,1070,ADA4M1,1070,ENG4U1,2006,MCV4U1,PB3,SPH4U1,2044,
"Katha,Sherrie",425156655,SNC1D1,1050,FSF1P1,2026,PPL1O8,1024B,HIF1O1,2027,MTH1W1,2010A,TIJ1O1,2002A,CGC1D1,2010,ENG1D1,2035,
"Alisa,Emelita",416465234,TIJ1O1,2002A,ENG1D1,2035,AMI1O1,1069,PPL1O9,1024A,SNC1D1,1050,CGC1D1,2010,MTH1W1,1036,FSF1D1,1033,
"Adelle,Orsa",422232238,MCR3U6,2025,SNC2D1,1036,BAF3M1,2024,MPM2D1,2007,BBI2O1,PB10,ENG2D1,1059A,CIVCAR,PB11,EMPTY,Cafeteria,
"Nicholle,Chelsae",496563229,SNC1DG,2011,PPL1O8,1024A,FSF1DG,1059,BTT1O1,2024,ENG1DG,2027,MTH1WG,2026,CGC1DG,2026,HIF1O1,2027,
"Helaine,Goldy",434593889,MHF4U1,PB4,SPARE,Cafeteria,ICS3U1,2038A,ICS3U1,2038,SPH3U1,2018,SCH3U6,2011,ENG3U1,2009,SBI3U1,1031,
"Camellia,Carlen",434430051,EMPTY,Cafeteria,FSF1D1,1033,AVI1O1,2004,SNC1D1,1050,MTH1W1,2010A,CGC1D1,2009,ENG1D1,2035,PAI1O1,2028,
"Leona,Randie",465990225,CIVCAR,PB11,SNC2D1,1036,TGJ2O1,1032,MPM2D1,2007,ENG2D1,1059A,AWC2O1,2004,CHC2D1,2037,HFN2O1,1014,
"Trixi,Dianne",440755165,CLU3M1,1059,ICS3U6,2038A,SCH3U1,1044,SPH3U1,2044,TEJ3M1,1037,BAF3M1,2024,CLU3M1,1059,MCR3U6,2025,
"Babara,Donia",407835093,ICS4UE,2038A,MHF4U1,PB2,SCH4U1,2023,ENG4U1,2006,IDC4U3,PB8,SPARE,Cafeteria,ENG4U1,2006,MCV4U1,PB4,
"Mame,Carena",416964934,FSF1D1,1033,CGC1D1,2010,HIF1O1,2027,AVI1O1,2004,ENG1D2,PB5,SNC1D1,1050,PPL1O8,1012,MTH1W1,2010A,
"Barrie,Alameda",422887592,CIVCAR,2010,HFN2O1,2024A,CHC2D1,2036,SNC2D1,1035,MPM2D1,2007,BAF3M1,2024,BBI2O1,PB10,SNC2D1,1036,
"Carole,Cissy",476792310,ADA3M1,1070,BMI3C1,1061,EMPTY,Cafeteria,ENG3C1,PB2,PAF3O9,1013,GLE3O1,PB2,PPL3O9,1024B,MBF3C1,1060,
"Rochette,Ibby",435736678,ENG2DG,1063,SNC2DG,2011,MCR3U6,2025,BBI2O1,PB10,ICS3U6,2038A,ICS2OG,2038A,EMPTY,Cafeteria,CHC2DG,2034,
"Tillie,Hedy",433705030,MTH1W1,1036,CGC1D1,2010,FSF1D1,1033,AMI1O4,1069,SNC1D1,1050,TIJ1O1,2002A,ENG1D1,2035,PPL1O9,1024A,
"Fredelia,Babita",467075656,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,BOH4M1,PB9,AWC4M1,2005,HSB4U1,PB9,SPARE,Cafeteria,
"Chryste,Wilhelmine",447460111,ICS2O1,2038,ENG2D1,1034,SNC2D1,1035,CHC2D1,1061,CIVCAR,2010,AWC2O1,2004,MPM2D1,2007,TGJ2O1,1032,
"Sioux,Catriona",454648508,ICS4UE,2038A,SPH4UE,2044,MHF4U6,PB3,ENG4U1,2006,ENG4U1,2006,MCV4UE,PB3,SCH4U1,2023,BAT4M1,1062,
"Carilyn,Shana",413315339,PPL4O9,1024B,SPARE,Cafeteria,SBI4U1,1055,PSK4U1,1061,HHG4M1,1062,SPARE,Cafeteria,IDC4U1,PB8,ENG4U1,2006,
"Janna,Camella",418087238,BAF3M1,2024,PPL3O9,1024B,SCH3U1,1044,SPH3U1,1059,MCR3U1,2037,SBI3U1,1055,FSF3U1,PB6,ENG3U1,2008,
"Rani,Carolina",417431887,SCH4U1,2023,MHF4U1,PB5,HHG4M1,1062,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,HFA4U1,1014,SPARE,Cafeteria,
"Liva,Mikaela",483726715,SNC1D1,1050,CGC1D1,2010,ENG1D1,2035,HIF1O1,2027,AVI1O1,2004,PPL1O8,1024B,FSF1D1,1033,MTH1W1,2010A,
"Michele,Doralyn",492094715,HSP3U1,2024A,TDJ4M1,1032,TDJ3M1,1037,AWL3M1,2005,AVI3M1,2005,TGV3M1,1032,MCR3U1,PB6,ENG3U1,2009,
"Carla,Tana",455389844,AVI2O1,2004,MPM2D1,2008,CIVCAR,PB11,SNC2D1,1035,EMPTY,Cafeteria,CHC2P1,PB9,ENG2D1,1034,BBI2O1,PB10,
"Zara,Yoko",401542748,FSF1O1,1060,ESLCO1,PB4,ESLDO1,2034,MTH1W1,2010A,AVI1O1,2004,TIJ1O1,2002A,CGC1D1,2010,PPL1O9,1024A,
"Elysha,Fayth",491877602,MHF4U1,PB5,SCH4U1,2018,MHF4U1,PB3,PSK4U1,1061,MCV4U1,PB6,SBI4U1,1055,ENG4U1,2006,SPARE,Cafeteria,
"Loria,Catherine",494310593,ENG1D1,2035,BTT1O1,2024,FSF1D1,1033,SNC1D1,1050,MTH1W1,PB1,CGC1D1,2009,EMPTY,Cafeteria,PPL1O9,1024A,
"Kalina,Eddy",419209547,SPH4U1,2044,ENG4U1,2007,SPARE,Cafeteria,MHF4U1,PB3,SCH4U1,1044,SBI4U1,1055,HFA4U1,1014,MCV4U1,PB3,
"Suzanne,Alexandrina",416248182,PAI1O1,2028,ICS2O1,PB9,AMI1O1,1069,CGC1D2,PB6,FSF1D2,PB2,ENG1D1,2035,EMPTY,Cafeteria,SNC1D2,1044,
"Rosaline,Sidonnie",427532484,AMI2O1,1069,SNC2DG,2011,MCR3U6,2025,BBI2O1,PB10,ENG2DG,1063,MPM2DG,1062,ICS3U6,2038A,CHC2DG,2034,
"Orelee,Drucill",444871490,ENG2DG,1063,SNC2DG,2011,TGJ2O1,1032,ICS2OG,2038A,BBI2O1,PB10,AMI2O1,1069,EMPTY,Cafeteria,CHC2DG,2034,
"Evonne,Bonita",453911238,SPH4U1,2044,SCH4U1,2023,MHF4U1,PB5,ENG4U1,2006,SPARE,Cafeteria,MCV4U1,PB3,SBI4U1,1055,ICS4U1,2038,
"Clare,Edith",430768228,ENG1DG,2027,ENG1DG,1059,FSF1DG,1059,CGC1DG,2026,SNC1DG,2011,ICS2OG,2038A,BBI2O1,PB10,MTH1WG,2026,
"Guinna,Linell",450179870,TEJ3M1,1037,IDC3O1,PB6,ENG3U1,2009,TEJ3M1,1037,TEJ3M1,1037,CGG3O1,PB6,PPL3O9,1024B,TEJ3M1,2002A,
"Lyndel,Hynda",434532402,BBI2O1,PB10,ICS2O1,2038,EMPTY,Cafeteria,CHC2D1,1061,SNC2D1,1035,ENG2D1,1034,CIVCAR,PB11,MPM2D1,2007,
"Zorina,Anetta",476022150,MPM2D1,2008,CIVCAR,PB11,TGJ2O1,1032,SNC2D1,1035,CHC2D1,2036,TEJ2O1,1037,ADA2O1,1070,HFN2O1,1014,
"Evvy,Carrie",493872307,SNC1P1,1044,FSF1P1,2026,CGC1P1,1061,HIF1O1,2027,BTT1O1,2024,MTH1W1,PB1,ENG1D1,2035,PPL1O9,1024A,
"Anetta,Enrika",472544756,PPL1O9,1024A,CGC1D1,2010,AVI1O1,2004,SNC1D1,1050,ENG1D1,PB11,TIJ1O1,2002A,FSF1D1,1033,BTT1O1,2024,
"Amalia,Eva",477455787,IDC4U3,PB8,SPARE,Cafeteria,SPARE,Cafeteria,ENG4U1,2006,PSK4U1,1061,MCV4U1,PB3,PAF4O9,1013,SPARE,Cafeteria,
"Roselia,Kristan",455307971,PPL1O9,1024A,ICS2O1,PB9,FSF1D1,1033,AMI1O4,1069,ENG1D1,2035,SNC1D7,1065,MTH1W7,1065,CGC1D1,2010,
"Selma,Koralle",427188370,ENG4C1,PB3,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,PPL4O9,1024B,
"Magdaia,Annamarie",470767083,HFA4U1,1014,BAT4M1,1062,SCH4U1,1044,SPARE,Cafeteria,SPH4U1,2044,MCV4U1,PB3,IDC4U1,PB8,ICS4U1,2038,
"Cordelia,Caril",480073080,ENG2DG,1063,CHC2DG,2034,CIVCAR,PB11,PAF2O9,1013,SBI3U6,1031,MPM2DG,1062,SNC2DG,2011,HFN2O1,1014,
"Annalise,Dallas",465146450,AVI2O1,2004,AVI2O1,2004,BBI2O1,PB10,CHC2D1,1061,ENG2D1,1059A,SNC2D1,1035,FSF2D1,2028,SNC2D1,1036,
"Katey,Joly",481965387,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,
"Rosalyn,Dena",419221775,AMI2O1,1069,TEJ2O1,1037,CIVCAR,PB11,CHC2D1,2037,ICS2O1,2038,MPM2D1,2007,ENG2D1,1034,SNC2D1,1035,
"Tarrah,Winifred",469115397,FSF1D1,1033,SNC1D1,2023,AMI1O1,1069,ENG1D1,2035,AVI1O1,2004,CGC1D1,2010,MTH1W1,1036,MTH1W1,2010A,
"Kandace,Bibby",494142592,ENG4C1,PB3,COP3X#,2001,SPARE,Cafeteria,GLE4O1,1060,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,
"Melanie,Prisca",487716077,MHF4U1,PB4,MCR3U1,PB10,CIE3M1,PB6,SPH3U1,1059,SCH3U1,2023,CGG3O1,PB6,BAF3M1,2024,ENG3U1,2008,
"Lacy,Fania",432238652,CHC2D1,2036,ENG2D1,1034,TGJ2O1,1032,FSF2D1,2028,MPM2D1,2007,SNC2D1,1035,CHC2D1,2037,BBI2O7,1065,
"Mercedes,Sella",408638043,SCH4U1,2023,SPH4UE,2044,MHF4U6,PB3,SBI4U1,2011,IDC4U3,PB8,MCV4UE,PB3,MDM4UE,1061,ENG4U1,2006,
"Hanni,Belinda",418288366,MPM2D1,2007,HFN2O1,2024A,TGJ2O1,1032,SNC2D1,1035,CIVCAR,2010,ENG2D1,1034,CHC2D1,2036,PAI2O1,PB6,
"Winnah,Hester",452182263,FSF1D1,1033,TIJ1O1,2002A,CGC1D1,2010,SNC1D1,1050,MTH1W1,1036,ENG1D1,2035,FSF1D1,1033,PAI1O1,2028,
"Fanni,Viole",453337346,CGC1D1,2009,MTH1W1,2010A,FSF1D1,1033,BTT1O1,2024,ENG1D1,PB11,ENG1D1,2035,PPL1O8,1012,ENG1D1,2035,
"Tobi,Zaneta",401382891,PPL1O9,1024A,FSF1P1,2026,AVI1O1,2004,SNC1D1,1050,ENG1D1,2035,MTH1W1,2010A,CGC1D1,2010,BTT1O1,2024,
"Rose,Emera",488183569,MPM2D1,2007,ENG2D1,1034,CHC2D1,2036,CHC2D1,2037,IDC3OE,1065,CIVCAR,PB11,SNC2D2,1044,BBI2O7,1065,
"Erin,Sigrid",446025887,PPL4O9,1024B,MDM4U1,2025,MHF4U1,PB3,PSK4U1,1061,HFA4U1,1014,MCV4U1,PB3,IDC4U1,PB8,BAT4M1,1062,
"Moreen,Koren",476948085,EMPTY,Cafeteria,BBB4M1,2027,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,AWC4M1,2005,IDC4U1,PB8,EMPTY,Cafeteria,
"Shoshanna,Joly",431928227,ENG1D1,2035,FSF1D1,1033,PPL1O8,1024B,CGC1D1,2010,MTH1W1,1036,BTT1O1,1033,SNC1D1,2011,HIF1O1,2027,
"Delphine,Beverie",427586403,PPL1O9,1024A,ENG1D1,2035,FSF1P1,2024A,SNC1D1,1050,BTT1O1,2024,MTH1W1,2010A,CGC1D1,2010,HIF1O1,2027,
"Aubrey,Olympie",459559238,BAF3M1,2024,MHF4U1,PB2,TDJ3M1,1037,SPH3U1,2044,HSP3U1,2024A,SCH3U1,2023,SBI3U1,1031,ENG3U1,2008,
"Alia,Modesty",450912451,SBI4U1,1055,MHF4U1,PB5,FSF4U1,1060,SPARE,Cafeteria,SPARE,Cafeteria,MCV4U1,PB3,HFA4U1,1014,SPH4U1,2044,
"Karleen,Zandra",422875923,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,BOH4M1,PB9,BMI3C1,1061,IDC4U1,PB8,SPARE,Cafeteria,
"Carly,Winona",472393231,PAI1O1,2028,FSF1P1,2026,TIJ1O1,2002A,BTT1O1,2024,MTH1W1,1036,CGC1D1,2009,SNC1D1,2011,ENG1D1,2035,
"Iona,Angie",480974465,FSF1D1,1033,PPL1O8,1024A,HIF1O1,2027,SNC1D1,1050,MTH1W1,PB1,CGC1D1,2009,PPL1O8,1012,ENG1D1,2035,
"Michele,Eleonore",498956182,CHC2D1,2036,HFN2O1,1014,MPM2D1,2007,SNC2D1,1035,BBI2O1,PB10,ENG2D1,1059A,FSF2D1,2028,AVI2O1,2004,
"Marie-Jeanne,Bette",407208554,FSF1D1,1033,BTT1O1,2024,PPL1O8,1024B,AMI1O4,1069,SNC1D1,1050,MTH1W1,2010A,CGC1D1,2010,ENG1D1,2035,
"Violante,Deina",416883433,MDM4UE,1061,SBI4UE,1031,MHF4U6,PB3,EWC4U1,2034,SPARE,Cafeteria,IDC4UE,PB8,MCV4UE,PB3,EMPTY,Cafeteria,
"Heather,Juliane",450879724,AMI2O1,1069,ENG2D1,1034,CHC2D1,2036,IDC3OE,1065,SNC2D1,1035,ADB2O1,1070,CIVCAR,PB11,BBI2O7,1065,
"Florentia,Magdalen",468234717,SPH4U1,2044,MHF4U1,PB3,ENG4U1,2006,SPARE,Cafeteria,MCV4U1,PB4,MDM4U1,2025,BBB4M1,2027,SPARE,Cafeteria,
"Sorcha,Torrie",419291840,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,
"Charmine,Harriott",488478498,CLN4U1,PB9,SPARE,Cafeteria,ENG4U1,2006,SPARE,Cafeteria,BOH4M1,PB9,BBB4M1,2027,IDC4U1,PB8,PPL4O9,1024B,
"Catharina,Yelena",493049634,FSF3U1,PB6,SCH3U1,1055,CIE3M1,PB6,SPH3U1,1059,ICS3U6,2038A,ENG3UE,1063,BAF3M1,2024,MCR3U1,2037,
"Mufinella,Celeste",426955571,MDM4UE,1061,SPH3U1,2036,MCR3U6,2025,HSP3U1,2024A,AVI3M1,2005,SCH3U6,2011,ENG3U1,2009,MCR3U6,2025,
"Annelise,Rhiamon",486471357,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,
"Karolina,Demetra",400571811,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,
"Monique,Natalie",409887270,BBI2O1,PB10,TEJ2O1,1037,CIVCAR,PB11,SNC2D1,1035,MPM2D1,2007,CHC2D1,2036,ENG2D1,1034,HFN2O1,1014,
"Dinny,Orelie",447881467,FSF1O1,1060,CGC1D1,2010,ESLDO1,2034,PPL1O9,1024A,MTH1W1,2010A,TIJ1O1,2002A,SNC1D1,2011,AMI1O1,1069,
"Cortney,Grazia",488638319,MDM4UE,1061,BOH4M1,PB9,IDC4UE,PB8,HZT4U1,1062,SPARE,Cafeteria,BBB4M1,2027,ENG4UE,2034,CLN4U1,PB9,
"Isabelita,Wallis",419390127,MTH1WG,2026,BTT1O1,2024,SNC1DG,2011,CGC1DG,2026,PAI1O1,2028,FSF1DG,1059,TEJ2O1,1037,PAI1O1,2028,
"Ivie,Gennifer",431719403,AMI2O1,1069,SNC2D1,1036,SBI3U6,1031,ENG2D1,1059A,ICS2O1,2038,ADB2O1,1070,CHC2D1,2037,MPM2D2,PB5,
"Maxie,Ashly",456184164,FSF3U1,PB6,BMI3C1,1061,EMPTY,Cafeteria,ENG3UE,1063,CLU3M1,1059,MCF3M1,PB5,HZT4U1,1062,ADA3M1,1070,
"Belinda,Mel",431092708,MDM4UE,1061,SCH3U1,1055,ICS3U1,2038A,SPH3U1,1059,CLU3M1,1059,ENG3UE,1063,BAF3M1,2024,TEJ3M1,2002A,
"Agna,Kessia",441708550,AMI2O1,1069,HFN2O1,2024A,TGJ2O1,1032,CHC2P1,PB9,CIVCAR,2010,SNC2D1,1035,BBI2O1,PB10,MPM2D1,2007,
"Adrian,Fleurette",489224048,MPM2D1,2007,ENG2D1,1034,CIVCAR,PB11,CHC2D1,2037,PPL2O8,1024B,SNC2D1,1035,ADA2O1,1070,AWJ2O1,2005,
"Melania,Donna",492857150,MHF4U1,PB2,ENG4U1,2007,IDC4UE,PB8,SPH3U1,1059,SBI4U1,1055,SBI3U1,1055,SCH4U1,2023,SBI3U1,1031,
"Sharia,Lu",400248255,MTH1W1,1036,MTH1W1,2010A,MTH1W1,2010A,HIF1O1,2027,MTH1W1,2010A,FSF1P1,2024A,ENG1D1,2035,FSF1P1,2024A,
"Adrienne,Cristi",414954206,MHF4U1,PB2,MHF4U1,PB5,SCH4U1,1044,SBI4U1,2011,SBI4U1,1055,SPARE,Cafeteria,MCV4U1,PB4,EMPTY,Cafeteria,
"Electra,Allina",432677794,CHC2D1,2036,ENG2D1,1034,SNC2D1,1036,PPL2O9,1024B,ICS2O1,2038,AMI2O1,1069,MPM2D1,2007,CIVCAR,PB11,
"Clea,Maurita",489965406,MTH1WG,2026,ENG1DG,1059,FSF1DG,1059,CGC1DG,2026,SNC1DG,2011,FSF1DG,1059,PPL1O8,1012,HIF1O1,2027,
"Helenka,Ardath",443850782,ENG1DG,2027,ENG1DG,1059,AVI1O1,2004,ICS2OG,2038A,ENG1DG,2027,MTH1WG,2026,CGC1DG,2026,FSF1D1,1033,
"Gretel,Davida",400993674,SPARE,Cafeteria,SCH3U1,1055,AWC3O1,2005,ENG3C1,PB2,MCR3U1,2037,DCO3OC,2028,SBI3U1,1031,HPW3C1,PB2,
"Josephine,Kristin",427533079,EMPTY,Cafeteria,ENG4U1,2007,SBI4U1,1055,CHY4U1,PB5,IDC4U3,PB8,EMPTY,Cafeteria,CPW4U1,PB5,SPARE,Cafeteria,
"Jacquelynn,Mari",404427382,EMPTY,Cafeteria,HFN2O1,2024A,ADA2O1,1070,CIVCAR,PB11,EMPTY,Cafeteria,CHC2P1,PB9,ENG2P1,PB2,MFM2P1,PB8,
"Gerladina,Modesty",491849535,MDM4UE,1061,SCH4UE,1044,MHF4U6,PB3,ADB4M1,1070,SBI4U1,1055,HFC3M1,1014,MCV4UE,PB3,EMPTY,Cafeteria,
"Josepha,Drusy",495089650,SNC2D1,1035,CIVCAR,PB11,CHC2D1,2036,PAF2O9,1013,ENG2D1,1059A,BBI2O1,PB10,MPM2D1,2007,HFN2O1,1014,
"Brittney,Laryssa",495908862,SNC1DG,2011,BTT1O1,2024,FSF1DG,1059,CGC1DG,2026,ENG1DG,2027,MTH1WG,2026,EMPTY,Cafeteria,PPL1O9,1024A,
"Catie,Gisella",486831988,EMPTY,Cafeteria,CIVCAR,PB11,SNC2P1,1044,PAF2O9,1013,GLE2O1,PB3,BBI2O1,PB10,ENG2P1,PB2,MFM2P1,PB8,
"Kameko,Tiffy",467206572,FSF1O1,1060,MPM2D1,2008,SNC2P1,1044,PAF2O9,1013,ENG2D1,1059A,CHC2P1,PB9,CIVCAR,PB11,PAI2O1,PB6,
"Robin,Jeanelle",462275067,SNC1P1,1044,FSF1P1,2026,AVI1O1,2004,ENG1P1,PB2,PAI1O1,2028,BTT1O1,1033,EMPTY,Cafeteria,CGC1P1,1061,
"Sarah,Morgen",402292109,MCR3U1,2037,COP3X9,2001,ENG3U1,2009,TEJ3M1,1037,SPARE,Cafeteria,SBI4U1,1055,PPL3O9,1024B,ENG4U1,2006,
"Tawnya,Alia",444207106,SNC2D1,1035,CIVCAR,PB11,BBI2O1,PB10,CHC2D1,2037,PAI1O1,2028,MPM2D1,2007,PPL3O9,1024B,ENG2D1,1034,
"Vanda,Chickie",499537855,ENG1D1,2035,ICS2O1,2038,MTH1W1,2010A,SNC1D1,1050,AVI1O1,2004,CGC1D1,2009,PPL1O8,1012,FSF1D1,1033,
"Gratia,Lorrayne",479561448,BBI2O1,PB10,AVI2O1,2004,CIVCAR,PB11,FSF2D1,2028,MPM2D1,2007,SNC2D1,1035,ENG2D1,1034,PAI2O1,PB6,
"Jaime,Tisha",480060956,ENG1D1,2035,CGC1D1,2010,FSF1D1,1033,SNC1D1,1050,AVI1O1,2004,PPL1O8,1024B,GLE1O1,1063,HIF1O1,2027,
"Raeann,Teena",472577707,TEJ3M1,1037,MBF3C1,1060,EMPTY,Cafeteria,ENG3C1,PB2,EMPTY,Cafeteria,CGG3O1,PB6,EMPTY,Cafeteria,SPARE,Cafeteria,
"Anthe,Celene",439492784,ENG2D1,1034,CIVCAR,PB11,HFN2O1,1014,SBI3U1,1031,MCR3U1,2037,MPM2D1,2007,TEJ2O1,1037,SNC2D1,1035,
"Gale,Annemarie",434258785,ENG4U1,2010A,SCH4U1,2023,HHG4M1,1062,MHF4U1,PB3,HFA4U1,1014,SBI4U1,1055,HSB4U1,PB9,MCV4U1,PB3,
"Vi,Cortney",435733365,MTH1WG,2026,ENG1DG,1059,FSF1DG,1059,FSF1DG,1059,SNC1DG,2011,FSF1DG,1059,PPL1O8,1012,BTT1O1,2024,
"Ulrikaumeko,Myrtia",489686973,MHF4U1,PB2,MDM4U1,2025,CIA4U1,PB4,SPARE,Cafeteria,MDM4U1,2025,BBB4M1,2027,MCV4U1,PB3,BAT4M1,1062,
"Emmalyn,Avie",443556095,SPH3U1,1050,SCH3U1,1055,HFN2O1,1014,TEJ3M1,1037,MCR3U1,2037,SBI3U1,1055,ICS4U1,2038,ENG3U1,2008,
"Kora,Genna",438026377,SNC1D1,1050,BTT1O1,2024,PPL1O8,1024B,CGC1D1,2010,AVI1O1,2004,ENG1D1,2035,EMPTY,Cafeteria,FSF1D1,1033,
"Katharyn,Kandy",428413723,MCR3U6,2025,IDC3O1,PB6,SBI3U6,1031,ENG3UE,1063,SPH3U1,2018,SCH3U6,2011,ICS4U1,2038,BAT4M1,1062,
